新股中签，未及时缴款有什么影响？	现在还能交易吗	0.0
深市中小企业板块A股证券代码是多少？	交易密码能找回吗？	0.0
新三板挂牌申请需要多少时间？	新三板股票协议转让的申报类型？	0.0
A股和港股通退市制度的区别	A股和港股通退市制度的区别	1.0
为何账户有资金无法转出？	为何资金转不出去	1.0
您好，新三板做市转让的申报规则是怎样的？	新股中签，未及时缴款有什么影响？	0.0
如何开户？	我之前开户了的	1.0
股票交易后什么时候能转账回银行卡	新股上市首日委托买入为何作废？	0.0
有哪些模拟交易经历就可以申请期权交易权限了？	多少资金能达到多少的佣金？	0.0
多少资金能达到多少的佣金？	我的手续费大概多少	1.0
开户中	如何开户？	1.0
你好，如何开通创业板	新股中签，未及时缴款有什么影响？	0.0
忘记资金密码怎么办？	不好意思 我的资金密码太久没用忘记了 怎么找回来？	1.0
如何通过电话委托查询新股中签？	什么情况？钱转不出来？	0.0
新三板股票的即时行情的要素是什么？	新三板股票的即时行情包含哪些要素？	1.0
信用账户的使用限制	信用账户的使用限制	1.0
如何更换同一银行的三方存管银行卡？	新股中签，未及时缴款有什么影响？	0.0
钱转不出	为何账户有资金无法转出？	1.0
未办理外币银证转账业务的客户如何取款？	为什么银行无法转证卷？	0.0
信用账户对应银行的券商代码？	信用账户对应银行的券商代码？	1.0
新股中签，未及时缴款有什么影响？	网上申购的数量有限制吗	0.0
深圳市场大宗交易的条件？	用什么办法可以注销信用账户？	0.0
开户交易佣金多少	新股IPO网上发行制度有哪些修改？	0.0
新三板股票协议转让的申报类型？	股票交易收费	0.0
深市中小企业板块A股证券代码是多少？	有关信用账户使用的相关规定是什么？	0.0
手机账户密码忘记了怎么办	登录密码忘了怎么办	1.0
多少资金能达到多少的佣金？	请问我的手续费多少？	1.0
新股中签，未及时缴款有什么影响？	忘记账号密码	0.0
我的一个账号密码忘了	新股上市首日委托买入为何作废？	0.0
深交所逆回购的起点金额？	今天刚把股票卖了，急用钱，有没有办法今天就能提现	0.0
新股中签，未及时缴款有什么影响？	想开通创业板	0.0
自助开户三方存管	自助开户后如何补办三方存管？	1.0
手机账号忘记了怎么办	我的账号忘了能告诉我吗	1.0
如何调整期权交易权限？	我想调整我的期权交易权限，怎么操作呢	1.0
如何通过电话委托查询新股中签？	转账失败的原因	0.0
这股票什么时候交易	新股IPO网上发行制度有哪些修改？	0.0
新三板股票协议转让的申报类型？	身份证到期了，对账户交易有影响吗？	0.0
新三板股票转让交易有哪些费用？	什么费用是新三板股票转让交易的？	1.0
新三板的投资者有哪些？	新三板股票协议转让的申报类型？	0.0
深交所逆回购的起点金额？	我今天一键大新股数按错了，可以撤单吗	0.0
深市中小企业板块A股证券代码是多少？	中了新股怎么缴款啊	0.0
如何查询佣金费率？	你好 我怎么看佣金费率	1.0
我的钱怎么转不了银行“呢？	证券转银行为什么转不了？	1.0
深圳市场大宗交易的条件？	开创业板，要怎么弄？	0.0
为什么每次申购新股都说不满足条件	新股申购的条件？	1.0
深市中小企业板块A股证券代码是多少？	现在申购新股要有那些条件？我为什么申购不了？	0.0
如何更换同一银行的三方存管银行卡？	如何更改第三方存管银行	1.0
忘记账号了	手机账号忘记了怎么办	1.0
请问如何开通创业板	创业板如何开通	1.0
多少资金能达到多少的佣金？	我的资金转不出银行的	0.0
为何账户有资金无法转出？	为何账户有资金无法转出？	1.0
信用账户资金无法转出的原因	信用账户资金无法转出的原因	1.0
为何账户有资金无法转出？	怎么转不出去钱	1.0
限制第一天上市的新股的涨跌幅度吗	新股上市首日有涨跌幅限制吗？	1.0
开户有什么套餐	如何开户？	1.0
如何更换银行卡？	请问怎么更改银行卡	1.0
我想问一下，我这个手续费是多少呀	深交所逆回购的起点金额？	0.0
多少资金能达到多少的佣金？	你好！账号怎么登陆不上？	0.0
多少资金能达到多少的佣金？	我证券的钱为啥不能转到银行卡	0.0
我想查下我的信用账户的新股额度，能帮帮我吗	信用账户如何查询新股申购额度？	1.0
多少资金能达到多少的佣金？	你好我想问下我的交易佣金是多少	1.0
创业板如何开通	能开创业板嘛	1.0
深市新股上市首日临时停牌有何规定？	未办理外币银证转账业务的客户如何取款？	0.0
请问深交所 中签新股的查询电话是好多？	如何通过电话委托查询新股中签？	1.0
深交所转股申报数量如何填写？	深交所转股申报数量如何填写？	1.0
如何通过电话委托查询新股中签？	你好请问我的账号怎么不能登陆	0.0
客户编号忘记了如何找回？	我忘记客户编号	1.0
B股的涨跌幅有限制吗？	B股有涨跌限制吗？	1.0
已经开户了啊！	如何开户？	1.0
新股申购的条件？	哪些条件满足才可申购新股	1.0
信用账户可以购买非标的证券吗？	深圳市场大宗交易的条件？	0.0
新股审购显示未成交能撤单吗？	新三板股票协议转让的申报类型？	0.0
新三板股票协议转让的申报类型？	我把证券的钱转银行了，怎么显示冻结了？	0.0
新股申购的条件？	现在申购新股要有那些条件？我为什么申购不了？	1.0
新股上市首日委托买入为何作废？	信用账户交易允许市价委托吗？	0.0
你好，今天卖的股票钱什么时间可以往银行卡里转	当日卖出股票后可以转出资金吗？	1.0
手机账户密码忘记了怎么办	你好，我登录密码忘记了	1.0
多少资金能达到多少的佣金？	为什么不能修改交易密码	0.0
股票的交易时间？	每天股票的交易时间	1.0
股票交易时间都在哪几个时间段	未办理外币银证转账业务的客户如何取款？	0.0
当日卖出股票后可以转出资金吗？	当天卖出股票资金可转入银行卡里吗？	1.0
深市中小企业板块A股证券代码是多少？	证卷转银行，为何转不了？	0.0
忘记资金密码怎么办？	你好，不记得有资金密码，怎么办？	1.0
未办理外币银证转账业务的客户如何取款？	我新股申购说不符合条件	0.0
现在可以交易吗	股票的交易时间？	1.0
新股IPO网上发行制度有哪些修改？	请问创业板如何开通	0.0
新股中签，未及时缴款有什么影响？	开户套餐都是什么意思啊	0.0
现在开户收费多少	新三板股票协议转让的申报类型？	0.0
我已经开户好几个月了，什么时候有买创业板权限	创业板权限开通的办理时间	1.0
深交所逆回购的起点金额？	佣金多少啊	0.0
当日买入的股票为什么当日不能卖出？	新股中签，未及时缴款有什么影响？	0.0
资金密码忘记了	忘记资金密码怎么办？	1.0
新股上市首日委托买入为何作废？	如何首次开通创业版	0.0
第三方存管 更改银行卡	深圳市场大宗交易的条件？	0.0
深圳市场大宗交易的条件？	忘了账户	0.0
深港通股票交易如何操作？	深圳市场可以通过哪些渠道来交易港股通？	1.0
银证转账的时间？	新三板股票协议转让的申报类型？	0.0
新股上市首日委托买入为何作废？	为什么转账时证券可以转入银行，银行不能转入证券呢	0.0
新股申购的条件？	要什么样的条件才能申购新股	1.0
如何通过电话委托查询新股中签？	交易密码忘记了该怎么办？	0.0
新股上市首日委托买入为何作废？	人民币特种股票是否可以作为融资融券的担保品？	0.0
创业板如何开通	创业板怎么开通呢	1.0
我忘了我的编号了	手机账号忘记了怎么办	1.0
请问我的交易密码不记得了	忘记交易密码怎么办？	1.0
为何账户有资金无法转出？	我的资金为什么转不出来	1.0
自助开户后如何补办三方存管？	自助开户后如何补办三方存管？	1.0
手续费是万几啊	多少资金能达到多少的佣金？	1.0
银行的钱转证卷怎么转不了	证券转银行为什么转不了？	1.0
新股中签会有短信通知吗？	新股申购中签会有通知吗	1.0
如何通过电话委托查询新股中签？	你好 怎么资金转不出来	0.0
深市中小企业板块A股证券代码是多少？	信用账户里面的市值算在申购市值里吗？	0.0
股票交易费用	股票交易手续费	1.0
如何通过电话委托查询新股中签？	哪些是B股的委托申报方式？	0.0
资金转账为什么转不进去	为何账户有资金无法转出？	1.0
新三板股票协议转让的申报类型？	上交所对于竞价交易临时停牌有什么规则？	0.0
创业板权限开通的办理时间	你好，请问现在有开通创业板的名额吗	1.0
手机账户密码忘记了怎么办	你好。登录密码忘了	1.0
交易密码修改的话，必须单独上传信息修改吗	如何修改账户交易密码？	1.0
帐号为啥不能登入	如何开户？	1.0
如何收取股票交易佣金？	股票怎么收手续费的	1.0
为什么资金从证券转不了银行的	深交所逆回购的起点金额？	0.0
新三板股票协议转让的申报类型？	请问之前我开个的	0.0
如何通过电话委托查询新股中签？	信用账户密码要怎样重置？	0.0
如何查询佣金费率？	你好，请帮我查一下我的佣金费率	1.0
新股当日能否多次申购	同一新股可多次申购吗？	1.0
深交所逆回购的起点金额？	银行不能转证券？	0.0
我的登录密码忘掉了	深市中小企业板块A股证券代码是多少？	0.0
今天买入哪只股票？	股票可以当天买入当天卖出吗？	1.0
证券账户在哪开	深圳市场大宗交易的条件？	0.0
新三版股票转让的计价单位？	新三版股票转让的计价单位？	1.0
我忘记客户编号了。	客户编号忘记了如何找回？	1.0
新股上市首日委托买入为何作废？	忘记资金密码怎么办？	0.0
多少资金能达到多少的佣金？	我的佣金率是多少啊	1.0
新股中签，未及时缴款有什么影响？	资金密码忘记了	0.0
证券里的钱转不出来	证券转银行为什么转不了？	1.0
忘了交易密码，如果可以知道	新三板股票协议转让的申报类型？	0.0
新股申购，委托数量高于最大限额，怎么回事呢	新股IPO网上发行制度有哪些修改？	0.0
找回交易密码	忘记交易密码怎么办？	1.0
我忘记客户编码了	深圳市场大宗交易的条件？	0.0
A股账户销户有哪些注意事项？	对，比如说今天我申购新股，没有其他交易，可以去办销户吗	1.0
新股中签缴款 软件上如何办理	新股中签如何缴款？	1.0
未办理外币银证转账业务的客户如何取款？	如何修改交易密码	0.0
股票可以当天买入当天卖出吗？	新股IPO网上发行制度有哪些修改？	0.0
上交所债券质押式回购竞价交易的有效竞价范围？	如何通过电话委托查询新股中签？	0.0
我的账号为何不能登录？	深交所逆回购的起点金额？	0.0
貌似我现在无法银证转账呢？	转账失败的原因？	1.0
深市中小企业板块A股证券代码是多少？	你好，我的交易密码忘了，怎么修改	0.0
创业板如何开通	怎么开通创业板呀	1.0
三板交易权限如何取消？	深交所逆回购的起点金额？	0.0
客户编号忘记了如何找回？	忘了客户编号	1.0
深市中小企业板块A股证券代码是多少？	客户编号忘记了如何找回	0.0
网上申购的数量有何限制？	网上申购的数量有限制吗	1.0
深交所逆回购的起点金额？	B股的交收规则？	0.0
股票可以当天买入当天卖出吗？	今天买入什么股	1.0
新三板股票协议转让的申报类型？	你好，我要转入资金一直提示转入失败	0.0
手机账户密码忘记了怎么办	我登陆密码忘记了	1.0
交易登录密码忘了……	忘记交易密码怎么办？	1.0
深交所转股申报当日撤销的方式是什么？	未办理外币银证转账业务的客户如何取款？	0.0
B股的最小交易单位？	B股的最小交易单位？	1.0
当日卖出股票后可以转出资金吗？	当日卖出的股票资金会在当天3点收市能转出吗？	1.0
深交所逆回购的起点金额？	同一新股可多次申购吗？	0.0
网下打新缴款账号是否需与三方存管银行账号一致？	网下打新缴款账号和三方存管银行账号是相同的吗？	1.0
创业板如何开通	请问我的这个账户创业板开通了吗	1.0
客户编号忘记了如何找回？	新三板股票协议转让的申报类型？	0.0
我没有办外币银证转账业务，要怎样才可以取款？	深交所逆回购的起点金额？	0.0
证券转银行为什么转不了？	请问怎么转不了银行呢	1.0
证券转银行为什么转不了？	为什么银行转证券失败	1.0
如何开户？	已经开过户	1.0
怎么帐号登录不上	未办理外币银证转账业务的客户如何取款？	0.0
证券转银行为什么转不了？	钱为什么转不了银行	1.0
为什么资金可用不可取。	为什么资金可用不可取？	1.0
怎么我资金转不出来	未办理外币银证转账业务的客户如何取款？	0.0
如何开户？	登陆账号上不去	1.0
如何修改成本价数值？	可以通过哪些方式修改成本价	1.0
信用账户可以网上开通吗？	信用账户可以网上开通吗？	1.0
你好怎样开通创业板	多少资金能达到多少的佣金？	0.0
为什么深市新股配号有小数点后两位的	新股IPO网上发行制度有哪些修改？	0.0
如何更换银行卡？	怎么更改银行卡的啊？	1.0
怎么开通创业	创业板如何开通	1.0
新股上市首日委托买入为何作废？	你好，为什么新股可申购数量有误?我只能申购1000股，可是软件显示的是6000股，	0.0
信用账户如何操作配股？	信用账户操作配股的方法	1.0
新股申购失败：错误代码：B01，是什么情况？	新三板股票协议转让的申报类型？	0.0
银证转账的时间？	与银行间的转帐时间是什么时候	1.0
新股申购受限后，到期是否需办理解限手续？	新股申购受限后，到期是否需办理解限手续？	1.0
我不想在网上交易了，如何取消权限	新股上市首日委托买入为何作废？	0.0
为何资金转不出	新股IPO网上发行制度有哪些修改？	0.0
A股账户销户有哪些注意事项？	我今天把股票卖了，可以今天销户吗？	1.0
新股中签，未及时缴款有什么影响？	当日赎回股票，何时可以转出资金？	0.0
深证成份指数成份股多长时间调整一次？	深市中小企业板块A股证券代码是多少？	0.0
新股上市首日委托买入为何作废？	编号忘了怎么办	0.0
账号怎么不允许取钱	深市中小企业板块A股证券代码是多少？	0.0
请问登陆密码忘了怎么办	手机账户密码忘记了怎么办	1.0
如何修改接收新股中签提醒短信的手机号码？	我的电话号码变了，中签时证券公司通知不了为我，我在外地，能否通过电话改一下号码？	1.0
如何通过电话委托查询新股中签？	上海A股为什么开通不了	0.0
新股申购的配号是按时间顺序分吗	新股申购的配号规则？	1.0
新三板股票进行交易的系统有哪些？	新三板股票进行交易的系统有哪些？	1.0
创业板如何开通	创业板如何开通？	1.0
为什么，转不了银行卡	证券转银行为什么转不了？	1.0
多少资金能达到多少的佣金？	你们的佣金多少	1.0
怎么开通创业版	新股IPO网上发行制度有哪些修改？	0.0
什么时候能出售股票	股票的交易时间？	1.0
深港通和沪港通的交易日区别？	深港通和沪港通的交易日区别？	1.0
忘记资金密码怎么办？	忘记资金密码怎么办？	1.0
我的客户编号忘记了	客户编号忘记了如何找回？	1.0
资金转不出怎么回事	新股中签，未及时缴款有什么影响？	0.0
新股IPO网上发行制度有哪些修改？	账号密码怎么修改	0.0
深市中小企业板块A股证券代码是多少？	如何修改账户资金密码？	0.0
证券转银行为什么转不了？	银行转证券转不了，是怎么回事？	1.0
新股上市首日委托买入为何作废？	请问资金密码忘了怎么办	0.0
多少资金能达到多少的佣金？	我的佣金手续费是多少？	1.0
交易密码怎么错了	忘记交易密码怎么办？	1.0
创业板如何开通	怎样开创业板	1.0
如何修改交易密码	你好，在哪修改交易密码和通讯密码	1.0
多少资金能达到多少的佣金？	为什么不能转钱到银行啊？	0.0
今天卖出的股票资金何时可以转到银行卡？	深市中小企业板块A股证券代码是多少？	0.0
深交所逆回购的起点金额？	资金为什么转不出	0.0
新三板交易时间？	要多久新三板交易？	1.0
新股上市首日委托买入为何作废？	我佣金是多少	0.0
我账号忘记怎么办	深圳市场大宗交易的条件？	0.0
我买不了ST股是怎么回事呀	ST股票为何无法买入？	1.0
新三板股票协议转让的申报类型？	信用证券账户如何注销后重新开户？	0.0
股票交易费用	A股交易费率	1.0
多少资金能达到多少的佣金？	深圳市场大宗交易的条件？	0.0
